order_id,order_date,customer_id,region,channel,category,product,quantity,unit_price,discount_rate,unit_cost
ORD004672,2024-06-13,C00093,North,Store,Home,Coffee Maker,1,96.29,0.1,52.25
ORD000662,2024-06-14,C00494,South,Online,Beauty,Hair Dryer,2,78.48,0.05,39.0
ORD000662,2024-06-14,C00494,South,Online,Fitness,Dumbbells,1,73.11,0.1,39.9
ORD002029,2024-06-14,C00301,East,Online,Fitness,Yoga Mat,1,28.31,0.05,12.6
ORD002029,2024-06-14,C00301,East,Online,Home,Storage Box,2,25.38,0.1,9.36
ORD003275,2024-06-14,C00342,West,Online,Home,Storage Box,1,25.47,0.15,9.36
ORD003815,2024-06-14,C00881,North,Online,Beauty,Makeup Kit,1,40.43,0.1,14.0
ORD004485,2024-06-14,C01091,East,Online,Home,Storage Box,1,25.46,0.0,9.36
ORD004485,2024-06-14,C01091,East,Online,Beauty,Skin Care Set,1,42.68,0.0,16.65
ORD004887,2024-06-14,C00074,West,Store,Fitness,Resistance Bands,2,22.87,0.05,7.48
ORD005215,2024-06-14,C01028,North,Store,Home,Storage Box,1,23.54,0.1,9.36
ORD005215,2024-06-14,C01028,North,Store,Home,Lamp,2,45.88,0.0,21.12
ORD005447,2024-06-14,C02084,South,Online,Fitness,Yoga Mat,2,28.28,0.1,12.6
ORD005447,2024-06-14,C02084,South,Online,Fitness,Resistance Bands,1,22.65,0.0,7.48
ORD000072,2024-06-15,C00519,East,Online,Beauty,Hair Dryer,1,79.56,0.0,39.0
ORD001488,2024-06-15,C00023,North,Store,Fitness,Resistance Bands,1,21.42,0.2,7.48
ORD001488,2024-06-15,C00023,North,Store,Beauty,Makeup Kit,2,41.27,0.15,14.0
ORD001489,2024-06-15,C00480,North,Online,Home,Coffee Maker,1,97.2,0.3,52.25
ORD001489,2024-06-15,C00480,North,Online,Fitness,Resistance Bands,1,23.19,0.1,7.48
ORD001858,2024-06-15,C00141,North,Store,Home,Storage Box,3,25.43,0.05,9.36
ORD001858,2024-06-15,C00141,North,Store,Electronics,Headphones,1,84.54,0.1,49.3
ORD003179,2024-06-15,C01872,North,Store,Beauty,Makeup Kit,2,41.81,0.15,14.0
ORD003179,2024-06-15,C01872,North,Store,Electronics,Smartwatch,1,213.27,0.1,132.3
ORD004683,2024-06-15,C01462,West,Online,Beauty,Makeup Kit,1,39.59,0.1,14.0
ORD001128,2024-06-16,C00233,South,Online,Fitness,Yoga Mat,1,30.01,0.2,12.6
ORD002172,2024-06-16,C01330,North,Online,Fitness,Dumbbells,2,73.41,0.0,39.9
ORD002172,2024-06-16,C01330,North,Online,Electronics,Headphones,2,81.52,0.0,49.3
ORD003041,2024-06-16,C00508,South,Store,Home,Coffee Maker,1,90.38,0.05,52.25
ORD003134,2024-06-16,C00560,West,Store,Beauty,Hair Dryer,2,77.7,0.05,39.0
ORD003851,2024-06-16,C00058,South,Online,Fitness,Dumbbells,1,74.3,0.15,39.9
ORD004820,2024-06-16,C00298,North,Online,Fitness,Yoga Mat,4,31.76,0.0,12.6
ORD004820,2024-06-16,C00298,North,Online,Home,Storage Box,1,24.61,0.2,9.36
ORD005268,2024-06-16,C00166,East,Online,Electronics,Smartwatch,1,220.16,0.0,132.3
ORD000759,2024-06-17,C00538,West,Online,Beauty,Skin Care Set,1,45.08,0.0,16.65
ORD000759,2024-06-17,C00538,West,Online,Fitness,Resistance Bands,1,23.4,0.0,7.48
ORD000878,2024-06-17,C02073,South,Store,Home,Coffee Maker,1,101.12,0.05,52.25
ORD001049,2024-06-17,C00401,South,Online,Fitness,Resistance Bands,1,20.87,0.1,7.48
ORD003312,2024-06-17,C01696,South,Store,Electronics,Keyboard,1,66.4,0.0,33.8
ORD003395,2024-06-17,C00616,North,Online,Beauty,Hair Dryer,1,83.16,0.15,39.0
ORD005173,2024-06-17,C00117,South,Store,Fitness,Yoga Mat,1,31.38,0.1,12.6
ORD005173,2024-06-17,C00117,South,Store,Home,Storage Box,2,23.75,0.15,9.36
ORD005375,2024-06-17,C01259,North,Online,Home,Storage Box,1,23.05,0.15,9.36
ORD005375,2024-06-17,C01259,North,Online,Fitness,Resistance Bands,3,23.56,0.05,7.48
ORD001462,2024-06-18,C00685,West,Online,Fitness,Yoga Mat,1,31.87,0.0,12.6
ORD001828,2024-06-18,C00265,West,Marketplace,Fitness,Resistance Bands,2,21.89,0.15,7.48
ORD001828,2024-06-18,C00265,West,Marketplace,Electronics,Keyboard,2,66.67,0.05,33.8
ORD002555,2024-06-18,C00140,North,Store,Beauty,Makeup Kit,2,40.34,0.0,14.0
ORD002593,2024-06-18,C00078,East,Online,Fitness,Yoga Mat,1,31.06,0.1,12.6
ORD004646,2024-06-18,C00648,South,Store,Electronics,Keyboard,1,64.35,0.0,33.8
ORD005001,2024-06-18,C01568,East,Marketplace,Fitness,Resistance Bands,1,22.98,0.0,7.48
ORD005001,2024-06-18,C01568,East,Marketplace,Beauty,Makeup Kit,1,37.69,0.0,14.0
ORD005482,2024-06-18,C00323,North,Online,Beauty,Hair Dryer,1,76.54,0.15,39.0
ORD005645,2024-06-18,C00593,East,Online,Home,Lamp,2,47.73,0.0,21.12
ORD000162,2024-06-19,C00772,South,Online,Home,Lamp,1,45.15,0.05,21.12
ORD000162,2024-06-19,C00772,South,Online,Fitness,Dumbbells,1,72.44,0.0,39.9
ORD000233,2024-06-19,C00092,East,Online,Electronics,Headphones,1,81.09,0.05,49.3
ORD000233,2024-06-19,C00092,East,Online,Home,Lamp,1,50.81,0.3,21.12
ORD000486,2024-06-19,C00127,North,Online,Beauty,Makeup Kit,1,40.68,0.05,14.0
ORD000486,2024-06-19,C00127,North,Online,Electronics,Smartwatch,2,222.38,0.0,132.3
ORD001630,2024-06-19,C00158,East,Online,Electronics,Headphones,1,90.79,0.0,49.3
ORD001630,2024-06-19,C00158,East,Online,Electronics,Keyboard,3,66.37,0.15,33.8
ORD002200,2024-06-19,C00701,North,Marketplace,Electronics,Keyboard,2,64.11,0.1,33.8
ORD002200,2024-06-19,C00701,North,Marketplace,Beauty,Makeup Kit,2,40.73,0.0,14.0
ORD004943,2024-06-19,C00145,North,Online,Electronics,Keyboard,4,70.17,0.15,33.8
ORD005970,2024-06-19,C00464,East,Store,Beauty,Hair Dryer,1,80.26,0.2,39.0
ORD005970,2024-06-19,C00464,East,Store,Fitness,Yoga Mat,1,32.12,0.0,12.6
ORD000283,2024-06-20,C00277,North,Online,Beauty,Hair Dryer,1,82.07,0.05,39.0
ORD000283,2024-06-20,C00277,North,Online,Beauty,Skin Care Set,1,47.93,0.0,16.65
ORD000657,2024-06-20,C02186,North,Marketplace,Beauty,Makeup Kit,1,41.77,0.0,14.0
ORD000657,2024-06-20,C02186,North,Marketplace,Beauty,Skin Care Set,1,48.14,0.05,16.65
ORD001718,2024-06-20,C00564,North,Online,Home,Coffee Maker,3,102.38,0.0,52.25
ORD001718,2024-06-20,C00564,North,Online,Fitness,Dumbbells,4,72.68,0.0,39.9
ORD002199,2024-06-20,C00353,West,Online,Electronics,Headphones,1,87.75,0.0,49.3
ORD002199,2024-06-20,C00353,West,Online,Home,Lamp,3,50.62,0.1,21.12
ORD003139,2024-06-20,C00073,North,Store,Home,Coffee Maker,3,96.51,0.15,52.25
ORD003610,2024-06-20,C00305,East,Marketplace,Beauty,Hair Dryer,1,77.13,0.0,39.0
ORD003610,2024-06-20,C00305,East,Marketplace,Beauty,Makeup Kit,2,38.13,0.15,14.0
ORD003625,2024-06-20,C01620,East,Store,Beauty,Hair Dryer,1,73.54,0.05,39.0
ORD003948,2024-06-20,C00498,East,Marketplace,Home,Storage Box,1,24.51,0.15,9.36
ORD003948,2024-06-20,C00498,East,Marketplace,Fitness,Dumbbells,2,65.99,0.1,39.9
ORD000042,2024-06-21,C01361,West,Online,Home,Storage Box,1,24.42,0.0,9.36
ORD000081,2024-06-21,C00604,West,Online,Fitness,Yoga Mat,3,32.19,0.15,12.6
ORD000404,2024-06-21,C00662,North,Online,Beauty,Makeup Kit,1,38.69,0.05,14.0
ORD000934,2024-06-21,C01026,North,Online,Fitness,Yoga Mat,1,32.35,0.15,12.6
ORD001045,2024-06-21,C00141,East,Online,Electronics,Smartwatch,2,218.68,0.3,132.3
ORD001736,2024-06-21,C00551,South,Online,Electronics,Smartwatch,2,217.0,0.0,132.3
ORD001736,2024-06-21,C00551,South,Online,Beauty,Makeup Kit,3,41.8,0.3,14.0
ORD002616,2024-06-21,C00384,North,Store,Beauty,Skin Care Set,1,48.08,0.1,16.65
ORD002616,2024-06-21,C00384,North,Store,Beauty,Skin Care Set,1,44.22,0.2,16.65
ORD002902,2024-06-21,C00406,West,Marketplace,Beauty,Skin Care Set,2,47.98,0.0,16.65
ORD003534,2024-06-21,C00340,North,Store,Electronics,Smartwatch,1,211.98,0.15,132.3
ORD004362,2024-06-21,C00426,North,Online,Beauty,Skin Care Set,1,45.51,0.1,16.65
ORD004675,2024-06-21,C00602,West,Online,Electronics,Smartwatch,2,213.42,0.0,132.3
ORD004736,2024-06-21,C00153,West,Online,Fitness,Dumbbells,1,72.28,0.0,39.9
ORD005554,2024-06-21,C00429,West,Online,Electronics,Headphones,1,82.57,0.15,49.3
ORD000904,2024-06-22,C00055,West,Online,Beauty,Makeup Kit,3,38.98,0.15,14.0
ORD001814,2024-06-22,C01058,North,Online,Fitness,Resistance Bands,4,21.27,0.0,7.48
ORD002406,2024-06-22,C00677,North,Online,Home,Storage Box,1,24.69,0.15,9.36
ORD002406,2024-06-22,C00677,North,Online,Electronics,Headphones,1,80.52,0.05,49.3
ORD003819,2024-06-22,C00593,North,Marketplace,Fitness,Yoga Mat,3,28.85,0.15,12.6
ORD003819,2024-06-22,C00593,North,Marketplace,Fitness,Yoga Mat,1,29.21,0.1,12.6
ORD003833,2024-06-22,C00620,West,Store,Electronics,Keyboard,1,67.22,0.1,33.8
ORD004165,2024-06-22,C00495,North,Store,Fitness,Dumbbells,4,70.98,0.05,39.9
ORD004484,2024-06-22,C00428,North,Online,Beauty,Skin Care Set,1,42.94,0.1,16.65
ORD000634,2024-06-23,C00037,North,Online,Fitness,Resistance Bands,1,22.11,0.15,7.48
ORD001492,2024-06-23,C00517,West,Online,Beauty,Hair Dryer,1,78.32,0.1,39.0
ORD001584,2024-06-23,C00908,East,Online,Home,Storage Box,1,25.47,0.0,9.36
ORD004555,2024-06-23,C00412,East,Store,Electronics,Headphones,4,83.94,0.05,49.3
ORD004555,2024-06-23,C00412,East,Store,Electronics,Smartwatch,1,224.93,0.15,132.3
ORD005018,2024-06-23,C00102,East,Marketplace,Home,Lamp,3,50.91,0.0,21.12
ORD005166,2024-06-23,C00500,North,Online,Home,Lamp,1,50.72,0.05,21.12
ORD005166,2024-06-23,C00500,North,Online,Beauty,Hair Dryer,2,74.26,0.15,39.0
ORD005261,2024-06-23,C00423,East,Online,Home,Storage Box,1,23.34,0.05,9.36
ORD005261,2024-06-23,C00423,East,Online,Home,Coffee Maker,1,91.58,0.0,52.25
ORD000327,2024-06-24,C00960,South,Online,Electronics,Headphones,1,85.44,0.0,49.3
ORD000368,2024-06-24,C00430,North,Marketplace,Home,Coffee Maker,1,97.78,0.3,52.25
ORD000843,2024-06-24,C01988,South,Online,Home,Lamp,2,45.31,0.0,21.12
ORD000843,2024-06-24,C01988,South,Online,Home,Storage Box,1,25.67,0.0,9.36
ORD001104,2024-06-24,C02167,East,Online,Fitness,Yoga Mat,1,30.69,0.1,12.6
ORD001650,2024-06-24,C00289,South,Online,Home,Storage Box,1,24.17,0.05,9.36
ORD001930,2024-06-24,C00935,South,Online,Fitness,Dumbbells,1,67.37,0.0,39.9
ORD001930,2024-06-24,C00935,South,Online,Home,Coffee Maker,2,96.65,0.15,52.25
ORD002780,2024-06-24,C00180,West,Store,Fitness,Yoga Mat,1,30.0,0.1,12.6
ORD003633,2024-06-24,C00249,South,Online,Electronics,Keyboard,1,69.55,0.1,33.8
ORD003724,2024-06-24,C00878,East,Marketplace,Electronics,Smartwatch,3,213.64,0.05,132.3
ORD004000,2024-06-24,C00763,West,Store,Electronics,Smartwatch,1,199.3,0.0,132.3
ORD004000,2024-06-24,C00763,West,Store,Home,Coffee Maker,4,92.07,0.0,52.25
ORD004697,2024-06-24,C00210,East,Store,Fitness,Dumbbells,2,74.18,0.05,39.9
ORD004697,2024-06-24,C00210,East,Store,Fitness,Dumbbells,1,67.04,0.1,39.9
ORD005175,2024-06-24,C00224,North,Online,Beauty,Hair Dryer,3,84.21,0.0,39.0
ORD000922,2024-06-25,C00711,South,Marketplace,Beauty,Hair Dryer,2,78.11,0.05,39.0
ORD000922,2024-06-25,C00711,South,Marketplace,Electronics,Keyboard,2,69.0,0.0,33.8
ORD001706,2024-06-25,C00485,West,Online,Electronics,Smartwatch,1,208.42,0.1,132.3
ORD001706,2024-06-25,C00485,West,Online,Fitness,Dumbbells,2,72.8,0.05,39.9
ORD002389,2024-06-25,C00332,West,Store,Beauty,Hair Dryer,4,74.29,0.0,39.0
ORD002389,2024-06-25,C00332,West,Store,Beauty,Skin Care Set,1,48.31,0.0,16.65
ORD002664,2024-06-25,C00452,North,Online,Beauty,Skin Care Set,1,46.31,0.0,16.65
ORD002664,2024-06-25,C00452,North,Online,Electronics,Keyboard,3,69.92,0.0,33.8
ORD002718,2024-06-25,C00564,West,Marketplace,Electronics,Smartwatch,2,215.23,0.1,132.3
ORD005357,2024-06-25,C00191,East,Store,Beauty,Skin Care Set,1,43.12,0.1,16.65
ORD005357,2024-06-25,C00191,East,Store,Beauty,Hair Dryer,1,80.19,0.05,39.0
ORD005803,2024-06-25,C00462,North,Store,Beauty,Skin Care Set,1,44.24,0.15,16.65
ORD005906,2024-06-25,C02094,South,Online,Electronics,Smartwatch,3,202.42,0.0,132.3
ORD000996,2024-06-26,C00224,South,Store,Beauty,Skin Care Set,1,42.9,0.1,16.65
ORD001000,2024-06-26,C00509,South,Store,Home,Coffee Maker,1,92.81,0.0,52.25
ORD001000,2024-06-26,C00509,South,Store,Home,Storage Box,1,25.68,0.05,9.36
ORD002448,2024-06-26,C00171,West,Marketplace,Electronics,Keyboard,2,67.41,0.15,33.8
ORD002448,2024-06-26,C00171,West,Marketplace,Home,Lamp,1,46.34,0.1,21.12
ORD003182,2024-06-26,C00669,South,Online,Beauty,Skin Care Set,1,46.48,0.1,16.65
ORD003656,2024-06-26,C01295,West,Store,Beauty,Makeup Kit,2,38.36,0.2,14.0
ORD003656,2024-06-26,C01295,West,Store,Fitness,Yoga Mat,1,29.03,0.05,12.6
ORD003782,2024-06-26,C00149,East,Online,Beauty,Makeup Kit,1,41.77,0.05,14.0
ORD004075,2024-06-26,C00276,South,Online,Fitness,Dumbbells,1,69.78,0.0,39.9
ORD005409,2024-06-26,C00656,North,Store,Beauty,Hair Dryer,1,78.62,0.15,39.0
ORD005409,2024-06-26,C00656,North,Store,Beauty,Hair Dryer,1,82.17,0.05,39.0
ORD000213,2024-06-27,C00093,West,Online,Home,Lamp,2,48.28,0.1,21.12
ORD001614,2024-06-27,C00217,South,Online,Fitness,Yoga Mat,3,30.28,0.1,12.6
ORD001614,2024-06-27,C00217,South,Online,Home,Storage Box,2,25.38,0.15,9.36
ORD004304,2024-06-27,C00222,North,Online,Beauty,Makeup Kit,1,41.08,0.1,14.0
ORD004304,2024-06-27,C00222,North,Online,Home,Coffee Maker,2,90.88,0.0,52.25
ORD004510,2024-06-27,C00404,West,Online,Electronics,Headphones,1,83.2,0.2,49.3
ORD005082,2024-06-27,C00668,North,Store,Beauty,Skin Care Set,1,46.56,0.05,16.65
ORD005082,2024-06-27,C00668,North,Store,Electronics,Keyboard,1,61.23,0.0,33.8
ORD005739,2024-06-27,C01362,West,Online,Beauty,Hair Dryer,1,83.78,0.2,39.0
ORD005739,2024-06-27,C01362,West,Online,Home,Coffee Maker,2,92.09,0.1,52.25
ORD000342,2024-06-28,C00476,South,Store,Fitness,Dumbbells,3,72.19,0.1,39.9
ORD000791,2024-06-28,C00130,West,Marketplace,Electronics,Smartwatch,2,217.98,0.05,132.3
ORD000791,2024-06-28,C00130,West,Marketplace,Beauty,Hair Dryer,2,77.56,0.05,39.0
ORD001241,2024-06-28,C00298,West,Online,Home,Lamp,1,51.73,0.15,21.12
ORD001241,2024-06-28,C00298,West,Online,Electronics,Smartwatch,2,220.94,0.15,132.3
ORD002129,2024-06-28,C00688,North,Online,Electronics,Headphones,1,90.14,0.0,49.3
ORD002129,2024-06-28,C00688,North,Online,Home,Lamp,1,48.67,0.0,21.12
ORD002426,2024-06-28,C00139,South,Store,Home,Storage Box,1,23.07,0.0,9.36
ORD003816,2024-06-28,C00103,West,Online,Fitness,Dumbbells,2,72.42,0.0,39.9
ORD003816,2024-06-28,C00103,West,Online,Electronics,Headphones,1,88.62,0.1,49.3
ORD003985,2024-06-28,C01537,North,Marketplace,Beauty,Hair Dryer,3,73.34,0.05,39.0
ORD005212,2024-06-28,C00365,South,Online,Electronics,Keyboard,1,62.06,0.0,33.8
ORD005212,2024-06-28,C00365,South,Online,Fitness,Yoga Mat,3,32.33,0.1,12.6
ORD005570,2024-06-28,C00059,South,Online,Electronics,Headphones,1,83.14,0.05,49.3
ORD005570,2024-06-28,C00059,South,Online,Electronics,Headphones,2,85.05,0.0,49.3
ORD001950,2024-06-29,C00002,South,Online,Beauty,Skin Care Set,4,42.86,0.15,16.65
ORD002639,2024-06-29,C00522,North,Online,Beauty,Makeup Kit,2,39.55,0.05,14.0
ORD003132,2024-06-29,C01641,East,Store,Beauty,Hair Dryer,1,73.37,0.1,39.0
ORD003132,2024-06-29,C01641,East,Store,Fitness,Dumbbells,2,68.33,0.05,39.9
ORD004382,2024-06-29,C00251,South,Online,Fitness,Yoga Mat,4,29.01,0.15,12.6
ORD005086,2024-06-29,C00405,South,Online,Home,Lamp,3,50.49,0.2,21.12
ORD005086,2024-06-29,C00405,South,Online,Electronics,Keyboard,1,66.72,0.05,33.8
ORD005220,2024-06-29,C00144,East,Marketplace,Fitness,Resistance Bands,1,22.99,0.0,7.48
ORD005220,2024-06-29,C00144,East,Marketplace,Fitness,Yoga Mat,1,30.31,0.15,12.6
ORD000196,2024-06-30,C00107,East,Online,Beauty,Makeup Kit,2,40.14,0.0,14.0
ORD000196,2024-06-30,C00107,East,Online,Fitness,Dumbbells,1,75.45,0.05,39.9
ORD000379,2024-06-30,C00522,North,Online,Beauty,Makeup Kit,2,38.31,0.0,14.0
ORD000415,2024-06-30,C00333,West,Online,Fitness,Yoga Mat,1,29.16,0.0,12.6
ORD000415,2024-06-30,C00333,West,Online,Home,Lamp,1,50.95,0.15,21.12
ORD000480,2024-06-30,C01783,East,Marketplace,Home,Lamp,2,50.34,0.05,21.12
ORD000480,2024-06-30,C01783,East,Marketplace,Fitness,Yoga Mat,1,31.19,0.0,12.6
ORD001096,2024-06-30,C00118,West,Marketplace,Home,Coffee Maker,1,94.08,0.15,52.25
ORD001096,2024-06-30,C00118,West,Marketplace,Home,Storage Box,2,23.17,0.1,9.36
ORD001661,2024-06-30,C00378,South,Marketplace,Home,Storage Box,1,24.0,0.1,9.36
ORD001795,2024-06-30,C00645,East,Store,Electronics,Smartwatch,3,200.19,0.1,132.3
ORD001795,2024-06-30,C00645,East,Store,Fitness,Yoga Mat,1,31.24,0.05,12.6
ORD003319,2024-06-30,C01616,West,Store,Beauty,Hair Dryer,1,73.46,0.1,39.0
ORD003319,2024-06-30,C01616,West,Store,Fitness,Resistance Bands,2,21.44,0.2,7.48
ORD003879,2024-06-30,C00483,East,Online,Electronics,Smartwatch,1,209.57,0.0,132.3
ORD003879,2024-06-30,C00483,East,Online,Beauty,Hair Dryer,2,80.67,0.05,39.0
ORD004344,2024-06-30,C00801,East,Store,Fitness,Resistance Bands,1,21.65,0.0,7.48
ORD004344,2024-06-30,C00801,East,Store,Fitness,Resistance Bands,3,23.42,0.0,7.48
ORD004627,2024-06-30,C01723,North,Online,Electronics,Headphones,1,89.08,0.1,49.3
ORD004804,2024-06-30,C00954,East,Online,Beauty,Skin Care Set,1,43.3,0.05,16.65
ORD005676,2024-06-30,C01825,North,Marketplace,Electronics,Keyboard,1,69.33,0.0,33.8
ORD005722,2024-06-30,C00216,North,Online,Beauty,Skin Care Set,3,46.63,0.0,16.65
ORD000275,2024-07-01,C00581,South,Online,Electronics,Keyboard,2,69.15,0.2,33.8
ORD000426,2024-07-01,C02176,North,Store,Home,Lamp,2,47.38,0.1,21.12
ORD000426,2024-07-01,C02176,North,Store,Fitness,Resistance Bands,2,22.71,0.0,7.48
ORD000460,2024-07-01,C01855,West,Online,Fitness,Dumbbells,2,70.7,0.05,39.9
ORD000460,2024-07-01,C01855,West,Online,Fitness,Dumbbells,4,74.13,0.1,39.9
ORD001233,2024-07-01,C00051,East,Store,Beauty,Skin Care Set,1,43.67,0.0,16.65
ORD001233,2024-07-01,C00051,East,Store,Beauty,Skin Care Set,1,45.23,0.1,16.65
ORD001777,2024-07-01,C00226,North,Online,Home,Lamp,1,48.22,0.05,21.12
ORD001777,2024-07-01,C00226,North,Online,Home,Storage Box,1,25.9,0.15,9.36
ORD002583,2024-07-01,C00556,East,Online,Home,Lamp,1,50.82,0.15,21.12
ORD002583,2024-07-01,C00556,East,Online,Fitness,Yoga Mat,4,30.34,0.0,12.6
ORD003198,2024-07-01,C00692,South,Online,Home,Storage Box,1,24.14,0.05,9.36
ORD003848,2024-07-01,C00510,East,Store,Fitness,Yoga Mat,2,31.59,0.0,12.6
ORD003848,2024-07-01,C00510,East,Store,Fitness,Resistance Bands,1,21.6,0.2,7.48
ORD003885,2024-07-01,C01643,East,Online,Fitness,Dumbbells,1,71.38,0.05,39.9
ORD003885,2024-07-01,C01643,East,Online,Home,Lamp,1,50.16,0.0,21.12
ORD003988,2024-07-01,C00213,North,Store,Fitness,Yoga Mat,1,28.25,0.3,12.6
ORD004370,2024-07-01,C01172,North,Store,Home,Storage Box,2,24.83,0.05,9.36
ORD004418,2024-07-01,C00052,East,Store,Home,Coffee Maker,1,102.48,0.1,52.25
ORD004418,2024-07-01,C00052,East,Store,Beauty,Hair Dryer,1,77.7,0.05,39.0
ORD004551,2024-07-01,C02003,West,Online,Fitness,Resistance Bands,1,22.89,0.1,7.48
ORD004747,2024-07-01,C00358,North,Online,Beauty,Hair Dryer,3,81.64,0.1,39.0
ORD004747,2024-07-01,C00358,North,Online,Beauty,Hair Dryer,1,78.91,0.0,39.0
ORD004819,2024-07-01,C01300,South,Online,Beauty,Makeup Kit,1,37.65,0.0,14.0
ORD004819,2024-07-01,C01300,South,Online,Beauty,Makeup Kit,2,37.84,0.15,14.0
ORD004964,2024-07-01,C01143,East,Store,Fitness,Yoga Mat,1,28.59,0.1,12.6
ORD004964,2024-07-01,C01143,East,Store,Beauty,Makeup Kit,4,41.63,0.0,14.0
ORD002235,2024-07-02,C00519,North,Online,Fitness,Yoga Mat,1,32.24,0.05,12.6
ORD002235,2024-07-02,C00519,North,Online,Electronics,Keyboard,2,64.29,0.0,33.8
ORD002355,2024-07-02,C01138,East,Online,Home,Coffee Maker,2,92.11,0.1,52.25
ORD002355,2024-07-02,C01138,East,Online,Electronics,Keyboard,2,67.19,0.05,33.8
ORD003102,2024-07-02,C00281,South,Online,Home,Lamp,2,50.17,0.0,21.12
ORD003102,2024-07-02,C00281,South,Online,Beauty,Makeup Kit,1,39.6,0.15,14.0
ORD003701,2024-07-02,C00442,West,Store,Beauty,Skin Care Set,3,43.86,0.3,16.65
ORD003701,2024-07-02,C00442,West,Store,Electronics,Smartwatch,2,197.56,0.0,132.3
ORD004144,2024-07-02,C00243,East,Online,Beauty,Hair Dryer,2,73.47,0.0,39.0
ORD004144,2024-07-02,C00243,East,Online,Electronics,Headphones,1,91.58,0.05,49.3
ORD004703,2024-07-02,C01326,East,Online,Fitness,Dumbbells,1,73.48,0.0,39.9
ORD004703,2024-07-02,C01326,East,Online,Home,Storage Box,2,24.61,0.0,9.36
ORD005696,2024-07-02,C00695,West,Online,Fitness,Resistance Bands,3,21.1,0.1,7.48
ORD000894,2024-07-03,C00592,South,Online,Beauty,Skin Care Set,1,46.43,0.2,16.65
ORD005914,2024-07-03,C00589,North,Store,Home,Coffee Maker,1,93.72,0.0,52.25
ORD005914,2024-07-03,C00589,North,Store,Electronics,Headphones,2,83.73,0.0,49.3
ORD000737,2024-07-04,C00634,North,Online,Electronics,Keyboard,1,69.57,0.1,33.8
ORD000797,2024-07-04,C00251,North,Store,Electronics,Keyboard,1,61.22,0.0,33.8
ORD001941,2024-07-04,C00645,East,Store,Fitness,Yoga Mat,1,30.05,0.05,12.6
ORD002802,2024-07-04,C00696,West,Online,Beauty,Hair Dryer,1,75.13,0.15,39.0
ORD002925,2024-07-04,C00684,North,Store,Fitness,Yoga Mat,1,29.73,0.0,12.6
ORD002925,2024-07-04,C00684,North,Store,Beauty,Skin Care Set,3,45.15,0.0,16.65
ORD003385,2024-07-04,C00426,North,Online,Electronics,Headphones,1,85.05,0.05,49.3
ORD003385,2024-07-04,C00426,North,Online,Beauty,Makeup Kit,1,39.99,0.1,14.0
ORD003416,2024-07-04,C00202,South,Online,Beauty,Makeup Kit,1,42.88,0.0,14.0
ORD003416,2024-07-04,C00202,South,Online,Fitness,Yoga Mat,1,31.36,0.1,12.6
ORD003870,2024-07-04,C00294,South,Store,Beauty,Hair Dryer,3,75.61,0.05,39.0
ORD004564,2024-07-04,C01507,North,Store,Electronics,Keyboard,1,63.63,0.15,33.8
ORD004564,2024-07-04,C01507,North,Store,Home,Storage Box,2,22.84,0.15,9.36
ORD005690,2024-07-04,C00271,West,Online,Home,Coffee Maker,1,97.01,0.05,52.25
ORD000164,2024-07-05,C00382,West,Online,Fitness,Dumbbells,1,74.16,0.1,39.9
ORD000471,2024-07-05,C00271,North,Store,Fitness,Yoga Mat,1,29.36,0.0,12.6
ORD000471,2024-07-05,C00271,North,Store,Home,Lamp,2,45.49,0.0,21.12
ORD001965,2024-07-05,C00520,West,Online,Fitness,Yoga Mat,2,31.22,0.2,12.6
ORD004933,2024-07-05,C01040,North,Online,Fitness,Yoga Mat,2,30.72,0.05,12.6
ORD004933,2024-07-05,C01040,North,Online,Home,Coffee Maker,1,98.38,0.05,52.25
ORD005402,2024-07-05,C00555,East,Online,Electronics,Keyboard,1,67.31,0.0,33.8
ORD005402,2024-07-05,C00555,East,Online,Fitness,Yoga Mat,2,30.48,0.0,12.6
ORD001324,2024-07-06,C00129,West,Online,Beauty,Makeup Kit,3,39.44,0.1,14.0
ORD001953,2024-07-06,C00097,South,Online,Electronics,Headphones,2,91.39,0.05,49.3
ORD004504,2024-07-06,C00196,South,Online,Electronics,Smartwatch,1,207.52,0.3,132.3
ORD004504,2024-07-06,C00196,South,Online,Beauty,Hair Dryer,1,77.78,0.05,39.0
ORD005247,2024-07-06,C00414,North,Online,Fitness,Dumbbells,1,72.22,0.3,39.9
ORD005247,2024-07-06,C00414,North,Online,Beauty,Skin Care Set,1,44.93,0.05,16.65
ORD005948,2024-07-06,C00374,East,Online,Fitness,Dumbbells,1,67.1,0.0,39.9
ORD000256,2024-07-07,C00049,West,Marketplace,Beauty,Makeup Kit,2,38.11,0.0,14.0
ORD001891,2024-07-07,C00664,North,Online,Home,Coffee Maker,1,102.09,0.0,52.25
ORD002560,2024-07-07,C00538,West,Store,Home,Storage Box,2,24.79,0.0,9.36
ORD002560,2024-07-07,C00538,West,Store,Beauty,Makeup Kit,2,41.74,0.0,14.0
ORD003526,2024-07-07,C00442,North,Online,Fitness,Dumbbells,1,69.13,0.15,39.9
ORD004365,2024-07-07,C00420,North,Online,Electronics,Headphones,2,82.76,0.1,49.3
ORD004365,2024-07-07,C00420,North,Online,Home,Lamp,2,45.73,0.05,21.12
